master_protein	step	RBP_glyco	NC	CL	CL_NC_Ratio
Q7Z2W4	4	"GO:RBP, Non-Glycoprotein"	NA	21.94588545	NA
Q7Z3B1	1	"Novel RBP, Glycoprotein"	22.85430345	24.328118	0.209201197
Q7Z3B1	2	"Novel RBP, Glycoprotein"	22.7351288	22.32192328	-0.112875108
Q7Z3B1	3	"Novel RBP, Glycoprotein"	22.11529007	21.66473883	0.39515186
Q7Z3B1	4	"Novel RBP, Glycoprotein"	22.11371339	21.30708281	0.284064063
Q7Z3C6	1	"Novel RBP, Glycoprotein"	23.41318984	23.23317365	0.017115283
Q7Z3C6	2	"Novel RBP, Glycoprotein"	22.91376702	22.30503117	-0.543622034
Q7Z3C6	3	"Novel RBP, Glycoprotein"	22.66148546	22.72249919	0.391040244
Q7Z417	1	"GO:RBP, Non-Glycoprotein"	24.05723665	24.92490109	0.756045055
Q7Z4V5	1	"Novel RBP, Non-Glycoprotein"	24.09493587	24.1555624	0.2079602
Q7Z4V5	2	"Novel RBP, Non-Glycoprotein"	23.66572291	24.35021031	0.670929752
Q7Z6E9	1	"GO:RBP, Non-Glycoprotein"	23.81113665	24.34740352	-0.026047103
Q7Z6E9	2	"GO:RBP, Non-Glycoprotein"	23.77239963	23.76173383	0.085278128
Q7Z6E9	3	"GO:RBP, Non-Glycoprotein"	22.38927943	22.45266683	0.215693211
Q7Z6Z7	1	"GO:RBP, Non-Glycoprotein"	22.70752129	23.07940353	0.401589716
Q7Z6Z7	2	"GO:RBP, Non-Glycoprotein"	21.20458419	21.927734	0.824972021
Q7Z6Z7	3	"GO:RBP, Non-Glycoprotein"	22.79089146	22.90219918	-0.20193052
Q7Z739	2	"GO:RBP, Non-Glycoprotein"	21.03497122	22.82606504	3.604990858
Q7Z739	3	"GO:RBP, Non-Glycoprotein"	NA	24.0499626	NA
Q7Z739	4	"GO:RBP, Non-Glycoprotein"	NA	21.57600373	NA
Q86SJ2	2	"Novel RBP, Glycoprotein"	24.04757715	24.34899606	-0.206154224
Q86SJ2	3	"Novel RBP, Glycoprotein"	23.95491239	23.86969758	-0.08521481
Q86SJ2	4	"Novel RBP, Glycoprotein"	21.55441453	21.68856497	0.134150441
Q86U42	1	"GO:RBP, Non-Glycoprotein"	24.88987015	25.37207644	1.117166608
Q86UE4	1	"GO:RBP, Non-Glycoprotein"	21.92824019	23.00097699	0.558448123
Q86UP2	1	Known RBGP	23.81536889	24.59908602	0.508918918
Q86UP2	3	Known RBGP	NA	21.82389119	NA
Q86V81	1	"GO:RBP, Non-Glycoprotein"	24.09544154	24.54983975	0.624954045
Q86V81	2	"GO:RBP, Non-Glycoprotein"	22.27340428	25.60985939	4.099727131
Q86V81	3	"GO:RBP, Non-Glycoprotein"	21.97656667	24.4546198	6.501792183
Q86V81	4	"GO:RBP, Non-Glycoprotein"	NA	23.56893488	NA
Q86VM9	1	"GO:RBP, Non-Glycoprotein"	24.30575799	24.2977533	0.158497881
Q86VM9	2	"GO:RBP, Non-Glycoprotein"	23.46101757	24.25332506	0.462195066
Q86VP6	1	"Novel RBP, Non-Glycoprotein"	23.33325192	22.79802706	0.0407694
Q86VY4	3	"Novel RBP, Non-Glycoprotein"	NA	22.44068934	NA
Q86VY4	4	"Novel RBP, Non-Glycoprotein"	18.88822002	21.12953118	2.716904968
Q86X51	1	"Novel RBP, Non-Glycoprotein"	23.81749769	24.01406393	0.184835926
Q86X51	2	"Novel RBP, Non-Glycoprotein"	20.55145636	23.39931636	2.847859996
Q86X51	3	"Novel RBP, Non-Glycoprotein"	19.71442903	22.82415123	4.089638793
Q86X51	4	"Novel RBP, Non-Glycoprotein"	19.27412331	21.37745703	3.483841202
Q86XP3	1	"GO:RBP, Non-Glycoprotein"	22.49627667	23.04675478	0.522423689
Q86YZ3	3	"Novel RBP, Non-Glycoprotein"	19.89158676	17.93355027	NA
Q8IVF2	1	"Novel RBP, Non-Glycoprotein"	22.79538717	22.53166551	0.145485754
Q8IVF2	3	"Novel RBP, Non-Glycoprotein"	20.24070106	21.61560812	1.506958498
Q8IWX8	1	"GO:RBP, Non-Glycoprotein"	24.37592968	23.85122455	-0.180621482
Q8IWX8	2	"GO:RBP, Non-Glycoprotein"	21.25573502	23.22015752	1.478280196
Q8IWX8	3	"GO:RBP, Non-Glycoprotein"	20.98410579	22.62597578	1.85582221
Q8IX01	3	"GO:RBP, Non-Glycoprotein"	NA	22.48334448	NA
Q8IX12	1	"GO:RBP, Non-Glycoprotein"	23.62693509	23.82306693	0.27429469
Q8IX12	2	"GO:RBP, Non-Glycoprotein"	23.47024174	24.45633024	0.986088498
Q8IXT5	1	"GO:RBP, Non-Glycoprotein"	20.63927139	22.05267339	1.413401994
Q8IXT5	2	"GO:RBP, Non-Glycoprotein"	19.80945473	21.95182644	3.571600913
Q8IXT5	3	"GO:RBP, Non-Glycoprotein"	NA	21.53681955	NA
Q8IXT5	4	"GO:RBP, Non-Glycoprotein"	18.77976418	21.66020985	2.486428596
Q8IY57	1	"Novel RBP, Non-Glycoprotein"	20.46815998	21.39096612	0.92280614
Q8IY67	2	"GO:RBP, Non-Glycoprotein"	19.33369517	21.79090035	4.271910416
Q8IY67	3	"GO:RBP, Non-Glycoprotein"	NA	22.5731713	NA
Q8IY67	4	"GO:RBP, Non-Glycoprotein"	NA	22.67502076	NA
Q8IY81	1	"GO:RBP, Non-Glycoprotein"	23.17864429	23.67004157	0.508108255
Q8IY81	2	"GO:RBP, Non-Glycoprotein"	20.26640979	23.67000969	4.089597364
Q8IYB3	1	"GO:RBP, Non-Glycoprotein"	23.57457391	24.83477124	0.520282728
Q8IYB3	2	"GO:RBP, Non-Glycoprotein"	23.34213817	23.54852934	0.206391168
Q8N163	1	"GO:RBP, Non-Glycoprotein"	23.13727898	23.95227711	0.93539025
Q8N163	2	"GO:RBP, Non-Glycoprotein"	19.87941687	21.03173984	3.153433318
Q8N163	3	"GO:RBP, Non-Glycoprotein"	21.21354994	20.99339597	1.215624069
Q8N2M8	2	"Novel RBP, Non-Glycoprotein"	22.94900766	23.09512266	0.146114996
Q8N3V7	1	"Novel RBP, Glycoprotein"	23.34668529	23.64360838	0.416166614
Q8N488	1	"Novel RBP, Non-Glycoprotein"	21.43860313	22.4901069	0.491014317
Q8N5F7	2	"GO:RBP, Non-Glycoprotein"	23.75107554	22.48119973	-0.366831929
Q8N5F7	3	"GO:RBP, Non-Glycoprotein"	24.4057112	24.89269251	-0.204319266
Q8N5F7	4	"GO:RBP, Non-Glycoprotein"	21.93978944	21.8324397	-0.107349743
Q8N684	1	"GO:RBP, Non-Glycoprotein"	24.18594252	25.38018601	1.106271192
Q8N684	3	"GO:RBP, Non-Glycoprotein"	20.40976383	24.2508344	4.285747403
Q8N6T3	1	"Novel RBP, Non-Glycoprotein"	23.2426069	23.0709609	-0.171646005
Q8N7H5	1	"Novel RBP, Non-Glycoprotein"	23.61889855	23.98568341	0.212792698
Q8N7H5	2	"Novel RBP, Non-Glycoprotein"	23.71908924	23.78109529	0.074715362
Q8N7H5	3	"Novel RBP, Non-Glycoprotein"	24.31372287	24.08179267	-0.071531453
Q8N7H5	4	"Novel RBP, Non-Glycoprotein"	22.95450314	22.54080651	-0.200027451
Q8N8S7	1	"Novel RBP, Non-Glycoprotein"	24.46216917	24.56673096	0.104561794
Q8N9T8	1	"GO:RBP, Non-Glycoprotein"	22.14239603	22.36175254	0.219356506
Q8NAV1	2	"GO:RBP, Non-Glycoprotein"	21.07552933	22.37768992	1.302160589
Q8NBJ4	1	"Novel RBP, Glycoprotein"	24.63649327	24.14286425	-0.176819252
Q8NBJ4	2	"Novel RBP, Glycoprotein"	22.48907573	22.68147419	0.289908227
Q8NBN3	1	"Novel RBP, Glycoprotein"	22.83268974	22.73838731	-0.094302433
Q8NBS9	1	"Novel RBP, Non-Glycoprotein"	24.88124822	25.19135049	0.447600239
Q8NBS9	2	"Novel RBP, Non-Glycoprotein"	22.31942743	24.31877553	1.398497918
Q8NC51	1	"GO:RBP, Non-Glycoprotein"	24.35926689	25.15640826	0.960012613
Q8NC51	2	"GO:RBP, Non-Glycoprotein"	22.31556547	26.39271257	4.524166906
Q8NC51	3	"GO:RBP, Non-Glycoprotein"	21.47795421	24.54576935	5.988002164
Q8NC51	4	"GO:RBP, Non-Glycoprotein"	19.24146446	25.06115269	7.379111121
Q8NCA5	1	"GO:RBP, Non-Glycoprotein"	21.84654962	22.66817599	0.803762274
Q8NE71	1	"GO:RBP, Non-Glycoprotein"	24.45648942	24.51516337	0.441900361
Q8NE71	2	"GO:RBP, Non-Glycoprotein"	22.2873603	23.68085542	1.671219395
Q8NE71	3	"GO:RBP, Non-Glycoprotein"	20.80344438	22.77131927	2.493700482
Q8NE71	4	"GO:RBP, Non-Glycoprotein"	19.0314861	20.68139989	1.286163386
Q8NFC6	1	"Novel RBP, Non-Glycoprotein"	22.73649671	22.89537022	-0.120753404
Q8NFC6	2	"Novel RBP, Non-Glycoprotein"	20.49104389	21.76180875	1.541064744
Q8NFZ8	1	"Novel RBP, Glycoprotein"	22.83303327	23.11628731	0.189731513
Q8NFZ8	2	"Novel RBP, Glycoprotein"	23.9711625	23.76803974	0.146040011
Q8NFZ8	3	"Novel RBP, Glycoprotein"	23.99795149	23.64556654	0.19527298
Q8NFZ8	4	"Novel RBP, Glycoprotein"	21.59851668	22.85009914	0.923590969
Q8TA86	2	"GO:RBP, Non-Glycoprotein"	23.46541696	23.36395179	0.17545299
Q8TA86	3	"GO:RBP, Non-Glycoprotein"	24.1049065	23.70002151	-0.139111601
Q8TA86	4	"GO:RBP, Non-Glycoprotein"	23.227508	23.33448458	-0.050753641
Q8TB72	2	"GO:RBP, Non-Glycoprotein"	NA	21.12420299	NA
Q8TB72	3	"GO:RBP, Non-Glycoprotein"	NA	22.67793887	NA
Q8TB72	4	"GO:RBP, Non-Glycoprotein"	NA	19.70695868	NA
Q8TBK6	3	"Novel RBP, Non-Glycoprotein"	23.2489294	23.43512768	0.186198282
Q8TC12	1	"Novel RBP, Non-Glycoprotein"	22.73176185	23.67487995	0.943118097
Q8TCJ2	1	"Novel RBP, Glycoprotein"	23.14940321	22.34192657	-0.489718412
Q8TDD1	1	"GO:RBP, Non-Glycoprotein"	22.89269429	24.56781339	2.030369737
Q8TDD1	2	"GO:RBP, Non-Glycoprotein"	20.60142438	24.31393073	3.95053909
Q8TDD1	3	"GO:RBP, Non-Glycoprotein"	20.6748681	23.20836122	4.354311269
Q8TDD1	4	"GO:RBP, Non-Glycoprotein"	NA	23.63091751	NA
Q8TDN6	1	"GO:RBP, Non-Glycoprotein"	22.40865199	23.26021469	0.851562703
Q8TEQ6	1	"GO:RBP, Non-Glycoprotein"	22.96947057	22.19716952	-0.11885223
Q8TEQ6	2	"GO:RBP, Non-Glycoprotein"	19.04206545	20.1018863	2.139251833
Q8TEQ6	3	"GO:RBP, Non-Glycoprotein"	20.40130654	21.5646832	2.30874135
Q8TEW0	1	"Novel RBP, Non-Glycoprotein"	22.01104243	21.86040639	0.597584682
Q8TF01	2	"GO:RBP, Non-Glycoprotein"	22.98444611	23.29730773	0.241485987
Q8TF01	3	"GO:RBP, Non-Glycoprotein"	23.58209967	23.16543079	-0.313373512
Q8TF01	4	"GO:RBP, Non-Glycoprotein"	22.60044166	22.04886853	-0.323689528
Q8WTR4	2	"Novel RBP, Glycoprotein"	21.37277259	21.47329618	0.006810542
Q8WU90	1	"GO:RBP, Non-Glycoprotein"	22.591324	22.56563516	0.093533072
Q8WUA2	1	"GO:RBP, Non-Glycoprotein"	23.23779838	23.43640858	0.088669723
Q8WUA2	2	"GO:RBP, Non-Glycoprotein"	23.05870834	25.09690096	1.156768213
Q8WUF5	1	"Novel RBP, Non-Glycoprotein"	23.37041159	23.49521042	0.617621102
Q8WUM4	1	"Novel RBP, Non-Glycoprotein"	23.90162466	23.48136609	-0.026972394
Q8WUM4	2	"Novel RBP, Non-Glycoprotein"	20.86705775	21.9788781	1.183309309
Q8WVC0	1	"Novel RBP, Non-Glycoprotein"	22.96077217	23.51429343	0.136980184
Q8WVC0	2	"Novel RBP, Non-Glycoprotein"	24.38917295	24.5145353	0.033859986
Q8WVC0	3	"Novel RBP, Non-Glycoprotein"	24.06444668	23.66734251	-0.099536496
Q8WVC0	4	"Novel RBP, Non-Glycoprotein"	23.12216828	22.96783582	-0.153170316
Q8WVV9	2	"GO:RBP, Non-Glycoprotein"	NA	22.06872237	NA
Q8WW12	1	"Novel RBP, Non-Glycoprotein"	26.02450232	25.88438208	0.074997411
Q8WWM7	1	"GO:RBP, Non-Glycoprotein"	22.97328543	23.22513208	1.351289356
Q8WWM7	2	"GO:RBP, Non-Glycoprotein"	20.27700236	21.97088373	3.049315845
Q8WWM7	3	"GO:RBP, Non-Glycoprotein"	19.06442287	22.12217643	5.81117087
Q8WWM7	4	"GO:RBP, Non-Glycoprotein"	NA	20.87804463	NA
Q8WX93	1	"Novel RBP, Non-Glycoprotein"	24.1496055	23.8014528	0.147773931
Q8WX93	3	"Novel RBP, Non-Glycoprotein"	21.1091675	22.14097716	1.495957495
Q8WXA9	2	"GO:RBP, Non-Glycoprotein"	23.79039426	23.31791483	-0.217073351
Q8WXA9	3	"GO:RBP, Non-Glycoprotein"	24.34646857	24.22837198	-0.182025227
Q8WXA9	4	"GO:RBP, Non-Glycoprotein"	22.18466253	22.54471047	0.382583794
Q8WXF1	3	"GO:RBP, Non-Glycoprotein"	NA	22.22811952	NA
Q8WXI9	1	"Novel RBP, Non-Glycoprotein"	23.05059816	23.33675889	0.25661506
Q92499	1	"GO:RBP, Non-Glycoprotein"	22.84365976	23.12919589	0.163407979
Q92522	1	"GO:RBP, Non-Glycoprotein"	25.1670681	25.15552067	-0.027938268
Q92530	1	"Novel RBP, Non-Glycoprotein"	24.30416286	23.67631354	0.038077992
Q92541	1	"GO:RBP, Non-Glycoprotein"	23.69281653	23.71570368	-0.093964168
Q92541	2	"GO:RBP, Non-Glycoprotein"	24.29177762	24.35790342	-0.128067932
Q92541	3	"GO:RBP, Non-Glycoprotein"	24.00177765	23.65476691	-0.206125405
Q92541	4	"GO:RBP, Non-Glycoprotein"	22.69456394	22.40248761	-0.196940169
Q92542	1	"Novel RBP, Glycoprotein"	26.54058839	26.62139012	0.095344625
Q92542	2	"Novel RBP, Glycoprotein"	26.3613563	25.73266803	-0.008572791
Q92542	3	"Novel RBP, Glycoprotein"	25.07793257	25.36873091	0.03888077
Q92542	4	"Novel RBP, Glycoprotein"	25.49957441	24.66339285	0.206951309
Q92598	1	"Novel RBP, Non-Glycoprotein"	24.93273871	25.03244848	0.213631986
Q92616	1	"GO:RBP, Non-Glycoprotein"	23.0397021	23.23300159	0.653877513
Q92616	3	"GO:RBP, Non-Glycoprotein"	21.86225592	22.12134956	0.694964915
Q92688	1	"Novel RBP, Non-Glycoprotein"	25.91600165	25.51264201	0.044417854
Q92688	2	"Novel RBP, Non-Glycoprotein"	26.8502597	26.98011284	0.464117447
Q92688	3	"Novel RBP, Non-Glycoprotein"	25.76954462	25.75363393	-0.089085715
Q92688	4	"Novel RBP, Non-Glycoprotein"	24.16472962	24.44226803	0.209516142
Q92734	1	"Novel RBP, Non-Glycoprotein"	23.58272645	22.18074864	-0.26889825
Q92804	1	"GO:RBP, Non-Glycoprotein"	24.71181812	24.58762591	0.480624389
Q92804	2	"GO:RBP, Non-Glycoprotein"	21.00631298	23.53993426	2.54783587
Q92804	3	"GO:RBP, Non-Glycoprotein"	NA	21.46171231	NA
Q92804	4	"GO:RBP, Non-Glycoprotein"	NA	20.7528686	NA
Q92841	1	"GO:RBP, Non-Glycoprotein"	23.25492191	24.62787116	1.129496745
Q92841	2	"GO:RBP, Non-Glycoprotein"	20.64408862	23.92809949	4.406751163
Q92841	3	"GO:RBP, Non-Glycoprotein"	19.90795006	23.21875763	5.173972126
Q92841	4	"GO:RBP, Non-Glycoprotein"	18.54811447	21.49644267	6.962996322
Q92879	1	"GO:RBP, Non-Glycoprotein"	24.59614719	23.59613266	2.668227021
Q92879	2	"GO:RBP, Non-Glycoprotein"	21.07731251	22.89122197	5.729522141
Q92879	3	"GO:RBP, Non-Glycoprotein"	22.63267399	23.71491413	0.581630896
Q92879	4	"GO:RBP, Non-Glycoprotein"	16.84598001	21.86881238	5.261272826
Q92896	1	"Novel RBP, Glycoprotein"	24.02687455	24.30960809	0.249461755
Q92896	2	"Novel RBP, Glycoprotein"	21.32953346	22.61988793	1.434485251
Q92896	4	"Novel RBP, Glycoprotein"	NA	20.36502045	NA
Q92900	1	"GO:RBP, Non-Glycoprotein"	21.81171477	23.17512616	1.634479768
Q92900	2	"GO:RBP, Non-Glycoprotein"	20.50803079	22.1159494	4.092081045
Q92900	3	"GO:RBP, Non-Glycoprotein"	20.441343	22.43184549	3.323623234
Q92930	1	"Novel RBP, Non-Glycoprotein"	23.19603243	22.34815061	0.308240871
Q92945	1	"GO:RBP, Non-Glycoprotein"	23.76440794	25.03787913	2.375266635
Q92945	2	"GO:RBP, Non-Glycoprotein"	21.09784869	24.30143532	5.999533884
Q92945	3	"GO:RBP, Non-Glycoprotein"	21.34470884	23.53065036	6.029209374
Q92945	4	"GO:RBP, Non-Glycoprotein"	19.88777545	23.32721733	6.866515807
Q92973	1	"GO:RBP, Non-Glycoprotein"	23.60089984	23.91983128	0.318931434
Q96AE4	1	"GO:RBP, Non-Glycoprotein"	25.41610561	25.88144354	0.796727691
Q96AE4	2	"GO:RBP, Non-Glycoprotein"	22.1060664	24.46626025	3.944496942
Q96AE4	3	"GO:RBP, Non-Glycoprotein"	21.19054656	23.61161909	4.926786743
Q96AE4	4	"GO:RBP, Non-Glycoprotein"	18.10016566	22.51967623	6.734124519
Q96AG4	1	"GO:RBP, Non-Glycoprotein"	24.77362395	26.01776287	1.244138926
Q96AY3	1	"Novel RBP, Glycoprotein"	24.46440822	24.26550901	-0.143299169
Q96AY3	2	"Novel RBP, Glycoprotein"	24.36130767	24.01729139	-0.389126807
Q96AY3	3	"Novel RBP, Glycoprotein"	24.49091316	23.89712283	-0.593790325
Q96B23	1	"Novel RBP, Non-Glycoprotein"	22.83826793	22.77419554	-0.064462729
Q96B54	1	"Novel RBP, Non-Glycoprotein"	23.40794072	23.48462211	0.076681391
Q96C19	1	"Novel RBP, Non-Glycoprotein"	23.05302594	23.17986999	0.232649442
Q96C90	1	"Novel RBP, Non-Glycoprotein"	25.40405289	24.90021136	-0.138253793
Q96CS3	1	"Novel RBP, Non-Glycoprotein"	23.05030126	23.17833342	0.184933982
Q96CT7	1	"GO:RBP, Non-Glycoprotein"	22.48810304	23.22422954	0.818731264
Q96DX7	1	"Novel RBP, Non-Glycoprotein"	20.33145754	21.56875599	0.033967077
Q96DX7	2	"Novel RBP, Non-Glycoprotein"	20.88411829	20.57368231	-0.761895448
Q96EP5	1	"GO:RBP, Non-Glycoprotein"	24.19051171	25.49483608	1.354428659
Q96F46	2	"Novel RBP, Glycoprotein"	21.68113164	21.23647308	-0.444658553
Q96FW1	1	"Novel RBP, Non-Glycoprotein"	21.87354058	22.54743999	0.734327753
Q96G46	1	"GO:RBP, Non-Glycoprotein"	NA	21.12793202	NA
Q96GP6	1	"Novel RBP, Glycoprotein"	21.18116682	19.73653726	-1.285631075
Q96GQ7	1	"GO:RBP, Non-Glycoprotein"	23.22666466	23.14664311	0.325842856
Q96GQ7	3	"GO:RBP, Non-Glycoprotein"	19.35595324	22.22252665	2.307667402
Q96GQ7	4	"GO:RBP, Non-Glycoprotein"	NA	20.13191955	NA
Q96HC4	1	"Novel RBP, Non-Glycoprotein"	23.51257762	23.28387714	0.273400957
Q96HE7	1	"Novel RBP, Glycoprotein"	24.68382614	24.96870624	0.284880097
Q96I24	1	"GO:RBP, Non-Glycoprotein"	22.06863139	24.07503548	2.993447777
Q96I24	2	"GO:RBP, Non-Glycoprotein"	19.89717892	24.22864154	6.382674974
Q96I24	3	"GO:RBP, Non-Glycoprotein"	22.99039688	23.3568873	0.528790518
Q96I24	4	"GO:RBP, Non-Glycoprotein"	19.13709727	22.325292	5.763007976
Q96IU4	1	"Novel RBP, Non-Glycoprotein"	22.788296	22.0135645	-0.774731497
Q96IZ7	2	"Novel RBP, Non-Glycoprotein"	23.47642547	23.22936045	-0.479073829
Q96IZ7	4	"Novel RBP, Non-Glycoprotein"	22.09877817	23.11023882	0.054934124
Q96J42	2	"Novel RBP, Glycoprotein"	24.36919367	23.3969165	-0.97227717
Q96JY6	1	"Novel RBP, Non-Glycoprotein"	23.8856327	23.79048565	0.188520917
Q96KP4	1	"Novel RBP, Non-Glycoprotein"	24.72163065	24.06149531	-0.270987221
Q96KR1	1	"GO:RBP, Non-Glycoprotein"	22.78786949	24.01404671	1.256297743
Q96KR1	2	"GO:RBP, Non-Glycoprotein"	20.04152176	22.30396898	4.788651006
Q96KR1	3	"GO:RBP, Non-Glycoprotein"	22.63444771	22.33437202	3.047191347
Q96KR1	4	"GO:RBP, Non-Glycoprotein"	NA	21.47373599	NA
Q96MU7	1	"GO:RBP, Non-Glycoprotein"	24.5000244	24.69380999	-0.128167282
Q96MU7	2	"GO:RBP, Non-Glycoprotein"	24.55882526	24.21733303	0.008471279
Q96MU7	3	"GO:RBP, Non-Glycoprotein"	24.51028852	24.6691653	0.258176418
Q96MU7	4	"GO:RBP, Non-Glycoprotein"	24.32422599	24.28147249	0.397255115
Q96N66	1	"Novel RBP, Glycoprotein"	22.7218827	22.36483933	-0.357043368
Q96P11	1	"GO:RBP, Non-Glycoprotein"	22.61180934	24.15362086	1.54181152
Q96P11	2	"GO:RBP, Non-Glycoprotein"	18.85703419	22.72886647	4.422393025
Q96P11	3	"GO:RBP, Non-Glycoprotein"	NA	23.01597192	NA
Q96P11	4	"GO:RBP, Non-Glycoprotein"	19.07587604	21.90600413	3.138132338
Q96PD2	2	"Novel RBP, Glycoprotein"	22.93637374	22.70506957	-0.313360498
Q96PD2	3	"Novel RBP, Glycoprotein"	21.58498568	22.69584266	0.817753463
Q96PK6	1	"GO:RBP, Non-Glycoprotein"	24.70619326	26.30307591	1.479038963
Q96PK6	2	"GO:RBP, Non-Glycoprotein"	21.00329504	24.74854973	5.074021427
Q96PK6	3	"GO:RBP, Non-Glycoprotein"	NA	24.95151183	NA
Q96PK6	4	"GO:RBP, Non-Glycoprotein"	18.31608255	23.57960442	6.368692668
Q96Q45	1	"Novel RBP, Non-Glycoprotein"	24.37115157	24.0865371	-0.061829714
Q96QC0	1	"GO:RBP, Non-Glycoprotein"	21.34327176	22.89491739	1.551645633
Q96QD8	1	"Novel RBP, Glycoprotein"	22.64664429	22.84597114	0.19932685
Q96QD8	2	"Novel RBP, Glycoprotein"	24.35204498	24.93647736	0.719421018
Q96QD8	3	"Novel RBP, Glycoprotein"	23.95208092	24.02856821	0.076487288
Q96QD8	4	"Novel RBP, Glycoprotein"	22.97316908	22.75443986	-0.218729226
Q96QK1	1	"Novel RBP, Non-Glycoprotein"	21.5914206	21.96563189	0.374211296
Q96R06	1	"Novel RBP, Non-Glycoprotein"	22.41638286	23.26671893	0.850336073
Q96ST2	1	"Novel RBP, Non-Glycoprotein"	23.85677345	24.10883142	0.252057976
Q96ST2	2	"Novel RBP, Non-Glycoprotein"	23.80418238	23.77483827	-0.048633614
Q96ST2	3	"Novel RBP, Non-Glycoprotein"	23.85913512	23.19308525	-0.576626591
Q96ST2	4	"Novel RBP, Non-Glycoprotein"	23.49614481	23.83449685	0.24003169
Q96T37	1	"GO:RBP, Non-Glycoprotein"	22.12825984	22.82584043	1.227880992
Q96T37	2	"GO:RBP, Non-Glycoprotein"	19.630157	23.42480096	4.044949939
Q96T37	3	"GO:RBP, Non-Glycoprotein"	20.92723398	22.50693387	1.979597912
Q96T37	4	"GO:RBP, Non-Glycoprotein"	18.11248023	20.99484624	4.664678745
Q99426	1	"Novel RBP, Non-Glycoprotein"	23.51436335	23.29618267	-0.357335081
Q99442	1	"Novel RBP, Non-Glycoprotein"	24.65182364	24.79715391	-0.046675273
Q99442	2	"Novel RBP, Non-Glycoprotein"	25.08402747	24.69406437	-0.195824845
Q99442	3	"Novel RBP, Non-Glycoprotein"	24.40821251	24.11428838	-0.142668282
Q99442	4	"Novel RBP, Non-Glycoprotein"	22.06140908	22.04723454	-0.139622912
Q99459	1	"GO:RBP, Non-Glycoprotein"	23.71035454	23.64539728	0.153831256
Q99460	1	"Novel RBP, Non-Glycoprotein"	22.69047739	22.88783742	0.581297315
Q99497	1	"GO:RBP, Non-Glycoprotein"	25.21447027	25.43414001	0.058020322
Q99536	1	"Novel RBP, Non-Glycoprotein"	23.82180524	22.24540485	-0.437913047
Q99541	1	"Novel RBP, Non-Glycoprotein"	22.07591643	23.09729144	1.021375004
Q99575	1	"GO:RBP, Non-Glycoprotein"	21.30988861	22.71664708	1.315433315
Q99575	2	"GO:RBP, Non-Glycoprotein"	20.14737117	21.3103257	1.713417497
Q99575	3	"GO:RBP, Non-Glycoprotein"	NA	20.97016276	NA
Q99575	4	"GO:RBP, Non-Glycoprotein"	NA	20.56201602	NA
Q99590	1	"GO:RBP, Non-Glycoprotein"	23.07668163	23.63255692	0.555875289
Q99613	1	"GO:RBP, Non-Glycoprotein"	23.76542793	23.54803279	-0.217395137
Q99613	2	"GO:RBP, Non-Glycoprotein"	22.18876694	23.03138324	0.807858275
Q99613	4	"GO:RBP, Non-Glycoprotein"	NA	20.44767735	NA
Q99615	1	"Novel RBP, Non-Glycoprotein"	22.99374258	22.88110357	0.22430431
Q99623	1	"Novel RBP, Non-Glycoprotein"	25.21294398	24.07578191	-0.043669888
Q99623	2	"Novel RBP, Non-Glycoprotein"	22.55484041	22.68124292	0.109579262
Q99700	1	"GO:RBP, Non-Glycoprotein"	22.73678334	23.68051076	1.627273016
Q99700	2	"GO:RBP, Non-Glycoprotein"	20.62258052	21.26776428	2.472999608
Q99700	3	"GO:RBP, Non-Glycoprotein"	NA	22.17171091	NA
Q99700	4	"GO:RBP, Non-Glycoprotein"	18.95645557	21.97720279	5.866046022
Q99714	1	"GO:RBP, Non-Glycoprotein"	22.98475157	23.39841622	0.413664648
Q99715	2	"Novel RBP, Glycoprotein"	21.38698908	21.71313884	0.594984774
Q99729	1	"GO:RBP, Non-Glycoprotein"	22.97024681	24.28859529	1.389069713
Q99729	2	"GO:RBP, Non-Glycoprotein"	20.46542057	24.14271341	4.278865751
Q99729	3	"GO:RBP, Non-Glycoprotein"	21.89726052	23.2084701	1.289808784
Q99733	1	"GO:RBP, Non-Glycoprotein"	25.69635433	25.92205796	0.218352532
Q99798	1	"Novel RBP, Non-Glycoprotein"	22.99042136	23.21081924	0.255038992
Q99808	1	"Novel RBP, Glycoprotein"	25.11406006	25.37303738	0.258977317
Q99808	2	"Novel RBP, Glycoprotein"	23.92041908	23.86376735	-0.080774019
Q99832	1	"Novel RBP, Non-Glycoprotein"	24.94402499	24.65114711	0.067618988
Q99832	2	"Novel RBP, Non-Glycoprotein"	21.61712917	21.31792428	0.249263087
Q99848	1	"GO:RBP, Non-Glycoprotein"	23.32059267	24.30459611	0.732577305
Q99848	2	"GO:RBP, Non-Glycoprotein"	20.17349538	23.14022392	4.033241633
Q99848	3	"GO:RBP, Non-Glycoprotein"	NA	24.08902158	NA
Q99873	1	"GO:RBP, Non-Glycoprotein"	21.98392501	22.70687474	0.637946288
Q99961	1	"Novel RBP, Non-Glycoprotein"	22.06473478	22.98694714	0.922212355
Q9BQ04	4	"GO:RBP, Non-Glycoprotein"	NA	19.74170325	NA
Q9BQG0	1	"GO:RBP, Non-Glycoprotein"	21.64016689	22.46534385	0.804518121
Q9BQG0	2	"GO:RBP, Non-Glycoprotein"	20.64237149	23.60123399	4.787246568
Q9BR76	1	"Novel RBP, Non-Glycoprotein"	23.67024332	23.93463286	0.394536458
