master_protein	step	RBP_glyco	NC	CL	CL_NC_Ratio
P17980	1	"Novel RBP, Non-Glycoprotein"	23.55522451	23.25821375	0.134531739
P17987	1	"GO:RBP, Non-Glycoprotein"	25.07905325	25.45840302	0.148870034
P17987	2	"GO:RBP, Non-Glycoprotein"	22.17458853	22.83216217	0.657573647
P18084	1	"Novel RBP, Glycoprotein"	25.31309887	24.89259023	-0.396373248
P18084	2	"Novel RBP, Glycoprotein"	23.73050735	23.91357444	0.270539898
P18084	3	"Novel RBP, Glycoprotein"	23.22342394	24.40397711	0.813618928
P18085	1	"Novel RBP, Non-Glycoprotein"	25.07825625	25.8483218	0.770065547
P18124	1	"GO:RBP, Non-Glycoprotein"	25.92839033	27.02380423	0.862114947
P18124	2	"GO:RBP, Non-Glycoprotein"	23.21996657	25.78326805	3.718271158
P18124	3	"GO:RBP, Non-Glycoprotein"	20.00333124	25.7533937	8.705657046
P18124	4	"GO:RBP, Non-Glycoprotein"	18.97888146	25.50679917	7.275921463
P18206	1	"Novel RBP, Non-Glycoprotein"	24.07841942	24.81318738	0.345517469
P18206	2	"Novel RBP, Non-Glycoprotein"	21.43696827	22.31843189	0.88146362
P18583	1	"GO:RBP, Non-Glycoprotein"	23.96808151	24.19126955	-0.069687543
P18583	2	"GO:RBP, Non-Glycoprotein"	22.90516536	23.66816889	0.860566826
P18583	3	"GO:RBP, Non-Glycoprotein"	22.87921191	24.60098763	1.932372448
P18583	4	"GO:RBP, Non-Glycoprotein"	21.30661365	23.15022594	2.436768975
P18615	1	"GO:RBP, Non-Glycoprotein"	22.49509512	23.03817848	0.613144194
P18621	1	"GO:RBP, Non-Glycoprotein"	24.51880636	24.90115327	0.53248282
P18621	2	"GO:RBP, Non-Glycoprotein"	20.89943444	23.86556139	2.831609758
P18621	3	"GO:RBP, Non-Glycoprotein"	19.23350734	21.46334234	4.413954604
P18669	1	"Novel RBP, Non-Glycoprotein"	25.03195413	25.07890022	0.003269601
P18669	2	"Novel RBP, Non-Glycoprotein"	22.04242182	22.2056455	0.16341598
P18754	1	"Novel RBP, Non-Glycoprotein"	23.14978478	23.81146889	0.356286468
P18827	1	"Novel RBP, Glycoprotein"	27.06146707	27.14312525	0.081658178
P18827	2	"Novel RBP, Glycoprotein"	24.49689581	24.97208003	0.290235233
P18827	3	"Novel RBP, Glycoprotein"	24.95899257	24.66882717	-0.079907797
P18827	4	"Novel RBP, Glycoprotein"	23.65588885	23.75564343	0.033980846
P18858	1	"Novel RBP, Non-Glycoprotein"	22.63187567	22.23528574	-0.390546609
P18859	1	"Novel RBP, Non-Glycoprotein"	24.09454193	23.80323006	-0.291311877
P19022	1	"Novel RBP, Glycoprotein"	23.73942973	23.37183007	-0.367599658
P19022	2	"Novel RBP, Glycoprotein"	22.06403923	22.44913173	0.721774388
P19338	1	"GO:RBP, Non-Glycoprotein"	25.70067856	25.80049264	0.287415394
P19338	2	"GO:RBP, Non-Glycoprotein"	25.40741799	26.69814508	1.408759717
P19338	3	"GO:RBP, Non-Glycoprotein"	24.25227179	26.93603757	2.816192439
P19338	4	"GO:RBP, Non-Glycoprotein"	20.77237153	24.29287676	5.501036941
P19367	1	"Novel RBP, Non-Glycoprotein"	22.76150646	22.70821686	-0.053289598
P20042	1	"GO:RBP, Non-Glycoprotein"	23.24549441	23.66328827	0.754416236
P20290	1	"GO:RBP, Non-Glycoprotein"	21.32295122	23.24209627	0.477825411
P20645	1	"Novel RBP, Glycoprotein"	24.22766665	24.24138786	0.110588764
P20645	2	"Novel RBP, Glycoprotein"	25.96321884	25.69773525	-0.102992995
P20645	3	"Novel RBP, Glycoprotein"	24.52334455	24.83111064	-0.247770372
P20645	4	"Novel RBP, Glycoprotein"	24.51893878	24.19446201	-0.193397335
P20700	1	"Novel RBP, Non-Glycoprotein"	25.99936071	26.24366881	0.232091529
P20700	2	"Novel RBP, Non-Glycoprotein"	23.98304933	24.20318541	0.341830032
P20700	3	"Novel RBP, Non-Glycoprotein"	23.35821224	23.7292114	0.556412697
P20700	4	"Novel RBP, Non-Glycoprotein"	22.59981195	23.25093086	1.027293026
P20962	1	"Novel RBP, Non-Glycoprotein"	22.01459404	22.89731545	0.882721412
P21291	1	"GO:RBP, Non-Glycoprotein"	24.23775844	24.45683269	0.219074249
P21333	1	"GO:RBP, Non-Glycoprotein"	25.98762608	26.18693372	0.156558383
P21333	2	"GO:RBP, Non-Glycoprotein"	24.01700501	24.63889148	0.7142275
P21333	3	"GO:RBP, Non-Glycoprotein"	24.19058659	25.04515699	0.933594543
P21333	4	"GO:RBP, Non-Glycoprotein"	21.36259931	22.71241386	1.454967572
P21796	1	"Novel RBP, Non-Glycoprotein"	24.95554923	24.89106733	0.417491271
P21980	1	"Novel RBP, Non-Glycoprotein"	24.36667377	24.32254382	0.143131802
P21980	2	"Novel RBP, Non-Glycoprotein"	20.13537993	20.88222876	0.89244201
P22087	1	"GO:RBP, Non-Glycoprotein"	23.29454581	24.15157184	0.894189315
P22087	2	"GO:RBP, Non-Glycoprotein"	19.83485236	22.06610949	3.415037736
P22087	3	"GO:RBP, Non-Glycoprotein"	NA	22.10576366	NA
P22102	1	"Novel RBP, Non-Glycoprotein"	23.52811206	23.79498906	0.157193737
P22234	1	"Novel RBP, Non-Glycoprotein"	25.1419319	24.71286331	-0.060670275
P22234	2	"Novel RBP, Non-Glycoprotein"	22.60130956	22.67144514	0.801150193
P22234	3	"Novel RBP, Non-Glycoprotein"	21.75642088	22.56942445	2.902522286
P22234	4	"Novel RBP, Non-Glycoprotein"	20.16314378	21.98461456	1.957836693
P22314	1	"GO:RBP, Non-Glycoprotein"	25.35739586	25.36606831	-0.028743498
P22314	2	"GO:RBP, Non-Glycoprotein"	21.96523681	22.75950262	0.818079379
P22314	3	"GO:RBP, Non-Glycoprotein"	21.60336792	22.66910828	1.313454346
P22570	1	"Novel RBP, Non-Glycoprotein"	24.53156435	24.45836467	0.032623386
P22626	1	"GO:RBP, Non-Glycoprotein"	25.11744868	26.30662913	1.370735958
P22626	2	"GO:RBP, Non-Glycoprotein"	22.44707156	26.12082344	5.060018735
P22626	3	"GO:RBP, Non-Glycoprotein"	21.1168368	25.46496901	7.368379981
P22626	4	"GO:RBP, Non-Glycoprotein"	18.41004164	24.0461212	7.845017475
P22676	1	"Novel RBP, Non-Glycoprotein"	23.9807802	24.52495413	0.321149732
P22695	1	"Novel RBP, Non-Glycoprotein"	23.77992676	23.78399886	-0.468235097
P23193	1	"Novel RBP, Non-Glycoprotein"	22.0938702	23.19936007	1.282581862
P23229	1	"Novel RBP, Glycoprotein"	23.47523557	23.35379395	-0.109592478
P23246	1	"GO:RBP, Non-Glycoprotein"	24.89926864	25.80645686	1.423962757
P23246	2	"GO:RBP, Non-Glycoprotein"	21.85336196	25.08273561	4.555920862
P23246	3	"GO:RBP, Non-Glycoprotein"	23.34958815	24.05373597	6.255750625
P23246	4	"GO:RBP, Non-Glycoprotein"	19.74410819	22.36251547	6.549043517
P23284	1	Known RBGP	25.59459376	25.78860842	-0.055959434
P23284	2	Known RBGP	22.12994452	22.90867697	0.289042105
P23396	1	"GO:RBP, Non-Glycoprotein"	23.59173465	24.12208295	0.412890058
P23396	2	"GO:RBP, Non-Glycoprotein"	22.01719965	24.33090545	2.820731547
P23396	3	"GO:RBP, Non-Glycoprotein"	20.40207101	23.43149659	4.783417433
P23396	4	"GO:RBP, Non-Glycoprotein"	18.17264487	22.36428862	4.815896662
P23470	2	"Novel RBP, Glycoprotein"	22.17633691	21.40818352	-0.210636835
P23470	3	"Novel RBP, Glycoprotein"	22.92437921	22.12116289	-0.270164134
P23526	1	"Novel RBP, Non-Glycoprotein"	25.42496138	25.59902299	0.082614583
P23526	2	"Novel RBP, Non-Glycoprotein"	22.01851174	22.53446862	0.373805026
P23528	1	"Novel RBP, Non-Glycoprotein"	24.38176208	24.44141834	0.445262036
P23528	2	"Novel RBP, Non-Glycoprotein"	23.07120897	23.4338506	0.264014371
P23588	1	"GO:RBP, Non-Glycoprotein"	24.98227113	25.3832679	0.712728077
P23588	2	"GO:RBP, Non-Glycoprotein"	22.22274095	24.81940883	2.91775299
P23588	3	"GO:RBP, Non-Glycoprotein"	20.46605152	24.00694106	6.259276416
P23588	4	"GO:RBP, Non-Glycoprotein"	18.64117492	23.44777401	4.464948345
P23919	1	"Novel RBP, Non-Glycoprotein"	24.55431059	24.71731293	0.163002345
P23921	1	"Novel RBP, Non-Glycoprotein"	22.58064784	22.86066136	0.314617673
P24534	1	"GO:RBP, Non-Glycoprotein"	23.10392819	22.55315259	-0.550775605
P24666	1	"Novel RBP, Non-Glycoprotein"	23.34900648	23.33824869	0.073723341
P24752	1	"Novel RBP, Non-Glycoprotein"	22.73134955	22.91072448	0.224911737
P24821	1	"Novel RBP, Glycoprotein"	23.49109275	22.04742076	-1.003029675
P24821	2	"Novel RBP, Glycoprotein"	22.4729485	22.14062291	-0.847214861
P24821	4	"Novel RBP, Glycoprotein"	20.81611154	20.97794189	0.53418394
P24928	1	"GO:RBP, Non-Glycoprotein"	21.62518235	21.12959384	1.216629092
P25205	1	"Novel RBP, Non-Glycoprotein"	22.95143873	23.14781079	0.099904397
P25398	1	"GO:RBP, Non-Glycoprotein"	24.90858307	24.31216418	-0.102377425
P25398	2	"GO:RBP, Non-Glycoprotein"	23.3965469	24.47106625	1.316565604
P25440	1	"Novel RBP, Non-Glycoprotein"	24.64495507	24.65186537	-0.082302087
P25440	2	"Novel RBP, Non-Glycoprotein"	22.78275034	23.12772676	0.326721239
P25685	1	"Novel RBP, Non-Glycoprotein"	22.6993701	23.08594274	0.588251362
P25705	1	Known RBGP	25.34328727	25.45748994	0.129720913
P25705	2	Known RBGP	22.90425421	22.93083169	0.024266517
P25705	3	Known RBGP	22.9395784	23.04062355	0.487535354
P25786	1	Known RBGP	25.0206102	25.38947219	0.250090173
P25788	1	"Novel RBP, Non-Glycoprotein"	22.6775182	22.92140485	0.224424955
P26006	1	"Novel RBP, Glycoprotein"	25.86321619	25.6098011	-0.370354037
P26006	2	"Novel RBP, Glycoprotein"	25.14740857	24.94281157	0.324010033
P26006	3	"Novel RBP, Glycoprotein"	23.81107421	24.75037568	1.477068616
P26006	4	"Novel RBP, Glycoprotein"	21.85730857	24.82060412	2.912699444
P26038	1	"GO:RBP, Non-Glycoprotein"	24.94815181	25.06809278	0.187347382
P26038	2	"GO:RBP, Non-Glycoprotein"	22.51224776	23.10936503	0.94233426
P26038	3	"GO:RBP, Non-Glycoprotein"	19.99920729	22.29612984	4.249954788
P26196	1	"GO:RBP, Non-Glycoprotein"	24.46473227	24.4430627	0.550860466
P26196	2	"GO:RBP, Non-Glycoprotein"	NA	21.23262718	NA
P26196	3	"GO:RBP, Non-Glycoprotein"	NA	20.82845726	NA
P26358	1	"GO:RBP, Non-Glycoprotein"	21.85079323	22.58433522	0.865649439
P26368	1	"GO:RBP, Non-Glycoprotein"	23.23367015	23.71740291	0.998971534
P26368	3	"GO:RBP, Non-Glycoprotein"	NA	23.3065582	NA
P26373	1	"GO:RBP, Non-Glycoprotein"	26.22217197	26.72894346	0.235002004
P26373	2	"GO:RBP, Non-Glycoprotein"	23.20713724	25.20019359	1.6353805
P26373	3	"GO:RBP, Non-Glycoprotein"	19.19298181	22.69168597	4.760449299
P26373	4	"GO:RBP, Non-Glycoprotein"	18.32581554	21.61845918	4.756282458
P26583	1	"GO:RBP, Non-Glycoprotein"	26.34434437	26.69740799	0.048706991
P26583	2	"GO:RBP, Non-Glycoprotein"	23.91887164	24.31184325	0.414032239
P26583	3	"GO:RBP, Non-Glycoprotein"	22.67462957	23.81745479	1.079137317
P26583	4	"GO:RBP, Non-Glycoprotein"	NA	18.42133841	NA
P26599	1	"GO:RBP, Non-Glycoprotein"	24.03594122	25.81404035	2.487031631
P26599	2	"GO:RBP, Non-Glycoprotein"	20.8183349	24.00783292	5.181689272
P26599	3	"GO:RBP, Non-Glycoprotein"	20.47281659	25.18395232	6.177245857
P26599	4	"GO:RBP, Non-Glycoprotein"	18.44030145	24.20307965	6.56380172
P26639	1	"GO:RBP, Non-Glycoprotein"	24.41518453	24.55241665	0.335724443
P26639	2	"GO:RBP, Non-Glycoprotein"	21.28946557	23.1555297	1.753050581
P26639	3	"GO:RBP, Non-Glycoprotein"	20.7603205	22.75377792	2.057897674
P26640	1	"Novel RBP, Non-Glycoprotein"	23.78245047	23.39251558	0.338857292
P26640	2	"Novel RBP, Non-Glycoprotein"	21.51519179	22.84523387	1.329945549
P26640	3	"Novel RBP, Non-Glycoprotein"	22.1417229	22.54745591	0.598311481
P26641	1	"GO:RBP, Non-Glycoprotein"	25.13042327	25.25697643	0.136007195
P26641	2	"GO:RBP, Non-Glycoprotein"	22.93188701	23.53559694	0.714006573
P26641	3	"GO:RBP, Non-Glycoprotein"	20.7930252	22.24807916	3.126507186
P27144	1	"Novel RBP, Non-Glycoprotein"	20.53783137	21.22352195	0.180306832
P27348	1	"Novel RBP, Non-Glycoprotein"	24.26048672	24.34701728	0.133300082
P27348	2	"Novel RBP, Non-Glycoprotein"	24.6703845	25.24778725	0.577402746
P27635	1	"GO:RBP, Non-Glycoprotein"	23.42186712	23.82689898	0.31746879
P27635	2	"GO:RBP, Non-Glycoprotein"	20.22686941	22.27788308	2.051013671
P27695	1	"GO:RBP, Non-Glycoprotein"	25.75811267	25.4369111	0.107192855
P27708	1	"Novel RBP, Non-Glycoprotein"	23.99992521	23.65412963	0.048700423
P27708	2	"Novel RBP, Non-Glycoprotein"	21.15747348	22.69823287	0.285730032
P27708	3	"Novel RBP, Non-Glycoprotein"	23.91244386	24.61672226	0.311113489
P27797	1	Known RBGP	26.30451784	25.52837508	0.00301718
P27797	2	Known RBGP	23.30583804	23.70789596	0.583138869
P27816	1	"GO:RBP, Non-Glycoprotein"	25.74881225	25.33327181	0.367876042
P27816	2	"GO:RBP, Non-Glycoprotein"	22.44917334	24.45679793	2.343888997
P27816	3	"GO:RBP, Non-Glycoprotein"	20.4901041	23.27743054	5.681959268
P27816	4	"GO:RBP, Non-Glycoprotein"	20.74951563	22.88533315	2.714249062
P27824	1	"GO:RBP, Non-Glycoprotein"	24.94779626	24.78968102	-0.130908432
P28066	1	"Novel RBP, Glycoprotein"	24.13778672	23.80262802	-0.180114109
P28070	1	"Novel RBP, Non-Glycoprotein"	24.4575019	24.99980181	0.027082883
P28072	1	"Novel RBP, Non-Glycoprotein"	24.79073673	25.11318715	0.290517981
P28074	1	"Novel RBP, Non-Glycoprotein"	24.7080349	24.96505146	0.257016553
P28340	1	"Novel RBP, Non-Glycoprotein"	21.6048163	21.5067704	-0.098045899
P28340	2	"Novel RBP, Non-Glycoprotein"	18.77185051	20.63677384	1.977750533
P28482	1	"Novel RBP, Non-Glycoprotein"	25.0875401	25.31208799	0.443483121
P28482	2	"Novel RBP, Non-Glycoprotein"	21.03826276	21.33591841	1.478109026
P28799	1	Known RBGP	23.93399518	22.94839516	-0.770738455
P28838	1	"Novel RBP, Non-Glycoprotein"	23.43482959	22.72182434	-0.098880675
P29218	1	"Novel RBP, Non-Glycoprotein"	21.43217756	21.1293059	-0.269855468
P29317	1	"Novel RBP, Glycoprotein"	21.88995049	22.7324065	1.252492586
P29317	2	"Novel RBP, Glycoprotein"	19.67210223	21.92972357	3.256836301
P29317	3	"Novel RBP, Glycoprotein"	NA	22.12719737	NA
P29317	4	"Novel RBP, Glycoprotein"	NA	18.85848247	NA
P29323	1	"Novel RBP, Glycoprotein"	20.6604441	21.04575742	-0.190012954
P29323	2	"Novel RBP, Glycoprotein"	20.38382884	21.29621043	2.545015405
P29323	3	"Novel RBP, Glycoprotein"	NA	21.73026026	NA
P29401	1	"Novel RBP, Non-Glycoprotein"	25.19960209	25.29616451	0.110272959
P29401	2	"Novel RBP, Non-Glycoprotein"	21.9332208	22.71690419	0.554608075
P29401	3	"Novel RBP, Non-Glycoprotein"	20.82782489	21.64048359	2.033234322
P29692	1	"GO:RBP, Non-Glycoprotein"	26.9849171	27.41246606	-0.051749682
P29692	2	"GO:RBP, Non-Glycoprotein"	25.45966504	25.75344997	0.323014817
P29692	3	"GO:RBP, Non-Glycoprotein"	20.95202342	23.06762384	3.026783006
P29692	4	"GO:RBP, Non-Glycoprotein"	18.70480334	21.4336534	3.953555127
P30040	1	"Novel RBP, Non-Glycoprotein"	23.6134205	24.59895786	0.985537364
P30041	1	"Novel RBP, Non-Glycoprotein"	24.21714146	23.94646636	-0.210577299
P30043	1	"Novel RBP, Non-Glycoprotein"	23.6785701	24.29452987	0.239622872
P30044	1	"Novel RBP, Non-Glycoprotein"	24.16493593	24.3795174	0.214581465
P30048	1	"Novel RBP, Non-Glycoprotein"	24.99132696	25.29099862	0.299671659
P30050	1	"GO:RBP, Non-Glycoprotein"	27.60726079	27.90490735	0.173248915
P30050	2	"GO:RBP, Non-Glycoprotein"	22.0734057	22.82682266	0.784747934
P30086	1	"GO:RBP, Non-Glycoprotein"	21.80975377	21.81257073	0.031287519
P30101	1	"GO:RBP, Non-Glycoprotein"	26.00271918	26.62895896	0.583230848
P30101	2	"GO:RBP, Non-Glycoprotein"	23.64273865	24.76082379	1.159072861
P30101	3	"GO:RBP, Non-Glycoprotein"	24.17984177	25.6457154	1.547596771
P30101	4	"GO:RBP, Non-Glycoprotein"	20.33484763	21.7775098	1.741876917
P30153	1	"Novel RBP, Non-Glycoprotein"	24.94446743	24.50120175	-0.302752101
P30153	2	"Novel RBP, Non-Glycoprotein"	21.5506828	22.02956482	0.478882023
P30414	2	"Novel RBP, Non-Glycoprotein"	22.48302751	22.65492352	0.172118757
P30414	3	"Novel RBP, Non-Glycoprotein"	22.61341144	22.83929896	-0.226825695
P30414	4	"Novel RBP, Non-Glycoprotein"	21.82507051	21.76604652	-0.143381066
P30419	1	"Novel RBP, Non-Glycoprotein"	23.70024276	24.49776453	0.655296324
P30530	1	"Novel RBP, Glycoprotein"	24.92638005	24.58552517	-0.332240366
P30530	2	"Novel RBP, Glycoprotein"	23.04612504	23.51106166	0.481148314
P30530	3	"Novel RBP, Glycoprotein"	22.83554443	23.74823413	1.559074143
P30533	1	"Novel RBP, Glycoprotein"	23.34636119	24.19095884	0.350042269
P30566	1	"Novel RBP, Non-Glycoprotein"	24.78208159	24.83939278	0.252686564
P30876	1	"GO:RBP, Non-Glycoprotein"	23.83505893	23.65251363	0.176211407
P30876	2	"GO:RBP, Non-Glycoprotein"	20.13477523	22.55798587	2.830283852
P30876	3	"GO:RBP, Non-Glycoprotein"	21.28263147	22.62603203	3.820063848
P31150	1	"Novel RBP, Non-Glycoprotein"	21.7220006	21.98478155	0.26278095
P31153	1	"Novel RBP, Non-Glycoprotein"	24.07174475	23.72423922	-0.151615484
P31350	1	"Novel RBP, Non-Glycoprotein"	23.20558265	22.92056929	0.202900476
P31431	1	"Novel RBP, Glycoprotein"	25.56390846	25.61889577	0.004011343
P31431	2	"Novel RBP, Glycoprotein"	26.74741052	26.95197505	0.057303588
P31431	3	"Novel RBP, Glycoprotein"	26.00548627	25.81511719	-0.150210662
P31431	4	"Novel RBP, Glycoprotein"	25.72905009	25.78674294	0.026864846
P31689	1	"Novel RBP, Non-Glycoprotein"	23.41836598	23.72419972	0.305645987
P31689	2	"Novel RBP, Non-Glycoprotein"	21.890038	23.29834334	1.323140759
P31930	1	"Novel RBP, Non-Glycoprotein"	24.59264196	24.58072608	0.017396626
P31939	1	"Novel RBP, Non-Glycoprotein"	23.70160019	24.05697275	-0.01848655
P31942	1	"GO:RBP, Non-Glycoprotein"	22.9942383	24.75380717	1.917462593
P31942	2	"GO:RBP, Non-Glycoprotein"	20.53586066	23.09167208	5.269689622
P31942	3	"GO:RBP, Non-Glycoprotein"	21.80351506	22.96069718	0.852692221
P31942	4	"GO:RBP, Non-Glycoprotein"	19.49443374	22.58144588	6.409827486
P31943	1	"GO:RBP, Non-Glycoprotein"	25.86249256	25.94984927	1.739506052
P31943	2	"GO:RBP, Non-Glycoprotein"	20.4009722	22.4829541	4.003025706
P31943	3	"GO:RBP, Non-Glycoprotein"	21.89449606	22.67660316	4.148849512
P31943	4	"GO:RBP, Non-Glycoprotein"	17.41823223	21.40873822	4.016008011
P31946	1	"Novel RBP, Non-Glycoprotein"	26.40767956	26.41313778	0.10703845
P31946	2	"Novel RBP, Non-Glycoprotein"	22.49832869	22.95563282	0.457304128
P31947	1	"Novel RBP, Non-Glycoprotein"	24.66134836	24.95480992	0.182082986
P31947	2	"Novel RBP, Non-Glycoprotein"	23.98899839	24.72010091	0.773029335
P31948	1	"GO:RBP, Non-Glycoprotein"	24.8320639	24.44898412	-0.072596002
P31948	2	"GO:RBP, Non-Glycoprotein"	21.80597977	22.48434103	0.482358209
P32004	1	"Novel RBP, Glycoprotein"	23.15681012	22.39846531	0.006031746
P32004	2	"Novel RBP, Glycoprotein"	22.35378969	22.25918881	-0.398965484
P32004	3	"Novel RBP, Glycoprotein"	22.76996604	22.52370416	-0.387477643
P32004	4	"Novel RBP, Glycoprotein"	21.75677312	22.06317824	-0.103992182
P32322	1	"Novel RBP, Non-Glycoprotein"	22.01793807	22.17519487	-0.258778545
P32969	1	"GO:RBP, Non-Glycoprotein"	23.63640847	23.10263865	-0.120816307
P32970	1	"Novel RBP, Glycoprotein"	23.90918728	22.88997965	-1.019207636
P32970	3	"Novel RBP, Glycoprotein"	23.43251568	23.36682885	-0.065686832
P33176	1	"Novel RBP, Non-Glycoprotein"	24.42020705	24.81317874	0.290167605
P33176	2	"Novel RBP, Non-Glycoprotein"	22.13551559	23.40079389	1.355326775
P33240	2	"GO:RBP, Non-Glycoprotein"	19.1251413	21.11689198	4.098652097
P33316	1	"GO:RBP, Non-Glycoprotein"	26.45900802	26.26458588	0.219905613
P33991	1	"Novel RBP, Non-Glycoprotein"	23.84266439	24.60731965	0.416365738
P33992	1	"Novel RBP, Non-Glycoprotein"	25.19563122	24.9866932	-0.053655137
P33993	1	"Novel RBP, Non-Glycoprotein"	24.11513916	24.56106059	0.333502642
P34897	1	"Novel RBP, Non-Glycoprotein"	24.59333281	24.67942801	0.149433296
P34897	2	"Novel RBP, Non-Glycoprotein"	22.54332887	23.15924587	0.615917004
P34932	1	"Novel RBP, Non-Glycoprotein"	23.51066111	24.09339368	0.153401891
P34932	2	"Novel RBP, Non-Glycoprotein"	21.27910305	21.5921492	0.222003457
P35052	1	"Novel RBP, Glycoprotein"	25.91446563	25.20296366	-0.208553999
P35052	2	"Novel RBP, Glycoprotein"	26.53790243	26.41108815	-0.27006281
P35052	3	"Novel RBP, Glycoprotein"	27.3786268	27.06494341	-0.320889086
P35052	4	"Novel RBP, Glycoprotein"	24.78641239	24.64384464	-0.249678285
P35221	1	"GO:RBP, Non-Glycoprotein"	25.48286523	25.19613535	0.143177072
P35221	3	"GO:RBP, Non-Glycoprotein"	NA	22.1590662	NA
P35222	1	"Novel RBP, Glycoprotein"	22.25007929	23.24472668	0.690741383
P35232	1	"Novel RBP, Non-Glycoprotein"	25.6005561	26.04583809	0.242095414
P35241	1	"GO:RBP, Non-Glycoprotein"	23.50272051	23.92330556	0.352094035
P35250	1	"Novel RBP, Non-Glycoprotein"	23.58006475	23.81359854	0.233533797
P35251	1	"Novel RBP, Non-Glycoprotein"	22.40768892	22.84615483	0.143202366
P35268	1	"GO:RBP, Non-Glycoprotein"	24.7369274	26.67997232	2.346598437
P35268	2	"GO:RBP, Non-Glycoprotein"	23.23603469	23.74329762	5.01071781
P35268	3	"GO:RBP, Non-Glycoprotein"	20.041177	27.2339946	8.531664686
P35268	4	"GO:RBP, Non-Glycoprotein"	18.40857429	24.27284458	6.870824922
P35269	1	"GO:RBP, Non-Glycoprotein"	23.41763583	23.12928792	-0.243247403
P35269	2	"GO:RBP, Non-Glycoprotein"	22.24450193	21.33536323	-0.225781493
P35579	1	"GO:RBP, Non-Glycoprotein"	24.92653106	25.11293645	0.30502545
P35579	2	"GO:RBP, Non-Glycoprotein"	22.81323497	23.45711974	0.830386014
P35579	3	"GO:RBP, Non-Glycoprotein"	22.42267534	23.813425	2.292161385
P35579	4	"GO:RBP, Non-Glycoprotein"	21.64487351	22.90450196	1.633301837
P35580	1	"GO:RBP, Non-Glycoprotein"	22.62159117	23.62263159	0.747357027
P35580	3	"GO:RBP, Non-Glycoprotein"	NA	21.17266596	NA
P35606	1	"Novel RBP, Non-Glycoprotein"	23.6557249	23.40700231	-0.400262732
P35613	1	"Novel RBP, Glycoprotein"	26.35762585	26.02766813	-0.170442701
P35613	2	"Novel RBP, Glycoprotein"	26.71420109	26.39663299	-0.09718588
P35613	3	"Novel RBP, Glycoprotein"	26.24062893	26.52846492	-0.268087957
P35613	4	"Novel RBP, Glycoprotein"	24.3625835	24.67584559	0.186712896
P35637	1	"GO:RBP, Non-Glycoprotein"	25.87658291	26.64978079	0.479486044
P35637	2	"GO:RBP, Non-Glycoprotein"	21.59407062	23.13875379	3.808715148
P35637	3	"GO:RBP, Non-Glycoprotein"	NA	23.43479502	NA
P35637	4	"GO:RBP, Non-Glycoprotein"	NA	20.1635919	NA
P35658	1	"Novel RBP, Non-Glycoprotein"	20.63731818	21.16788712	-1.011128302
P35659	1	"GO:RBP, Non-Glycoprotein"	25.11725806	25.01260689	-0.128292695
P35659	2	"GO:RBP, Non-Glycoprotein"	24.17652588	24.73692185	0.394764679
P35659	3	"GO:RBP, Non-Glycoprotein"	23.51713951	24.23312672	0.935902321
P35659	4	"GO:RBP, Non-Glycoprotein"	20.10131035	22.03889082	1.937580471
P35998	1	"Novel RBP, Non-Glycoprotein"	23.27569667	22.22035979	-0.144991734
P35998	2	"Novel RBP, Non-Glycoprotein"	21.16620822	21.55339567	0.318401311
P36551	1	"Novel RBP, Non-Glycoprotein"	22.84354397	22.98167361	0.138129641
P36578	1	"GO:RBP, Non-Glycoprotein"	25.20563371	26.05503056	1.018817855
P36578	2	"GO:RBP, Non-Glycoprotein"	22.61168378	26.11690503	3.484677745
P36578	3	"GO:RBP, Non-Glycoprotein"	22.00382436	24.87509331	4.825329951
P36578	4	"GO:RBP, Non-Glycoprotein"	20.65215397	24.05673104	5.173038086
P36639	1	"GO:RBP, Non-Glycoprotein"	24.96897486	24.4943894	-0.474585452
P36915	1	"Novel RBP, Non-Glycoprotein"	23.94836065	24.49534686	0.543552456
P36957	1	"Novel RBP, Non-Glycoprotein"	23.77150645	23.39590153	-0.719251341
P37802	1	"Novel RBP, Non-Glycoprotein"	25.77335976	25.78102779	0.286655591
P37802	2	"Novel RBP, Non-Glycoprotein"	24.92168012	25.67533658	0.659086952
P37802	3	"Novel RBP, Non-Glycoprotein"	21.4020493	24.03225727	3.421976929
P37837	1	"Novel RBP, Non-Glycoprotein"	24.05110814	23.25777938	-0.318450122
P38117	1	"Novel RBP, Non-Glycoprotein"	24.30824482	24.17845535	-0.05662755
P38159	1	"GO:RBP, Non-Glycoprotein"	25.44531603	26.71605247	1.272018203
P38159	2	"GO:RBP, Non-Glycoprotein"	22.21908328	26.16454521	4.454310121
P38159	3	"GO:RBP, Non-Glycoprotein"	NA	24.46458438	NA
P38159	4	"GO:RBP, Non-Glycoprotein"	18.12464639	23.29341156	5.141776448
P38432	3	"Novel RBP, Non-Glycoprotein"	20.16545663	22.21036934	2.608688571
P38606	1	"Novel RBP, Non-Glycoprotein"	22.92572402	23.04894776	0.489859408
P38646	1	"GO:RBP, Non-Glycoprotein"	24.29284464	24.70698801	0.13944904
P38646	2	"GO:RBP, Non-Glycoprotein"	23.38298399	23.57812284	0.319247157
P38646	3	"GO:RBP, Non-Glycoprotein"	22.56242414	22.93262733	0.615679381
P38919	1	"GO:RBP, Non-Glycoprotein"	23.76643286	23.84772209	-0.033397764
P39019	1	"GO:RBP, Non-Glycoprotein"	25.54716202	25.84854549	0.468815415
